document_srl,module_srl,title,YMD
949366,185,"화면 표시 이상",2014-07
949364,185,"파일 업로드 오류",2014-07
949336,185,"안드로이드 앱과 리소스 업데이트 후 리소스 업데이트는 반영 안되는 이슈",2014-07
949334,185,"계발계 라이센스 발급요청",2014-07
949322,185,"WNPopupConfirm 사용시....4",2014-07
949320,185,"농협 스마트뱅킹 위변조솔루션 토큰 처리 문의",2014-07
949307,185,"교육용 샘플 라이센스 전달 건",2014-07
949302,185,"모바일오피스 사용중 out of memory 발생하는 오류",2014-07
949299,185,"iOS 회전 불가능 현상.",2014-07
949268,185,"iOS 1.2 라이브러리 이용 시 오동작 보고 건",2014-07
949255,185,"안드로이드 라이브러리 교체 후 리소스업데이트시 NullPointerException",2014-07
949253,185,"클라이언트 샘플 소스 요청",2014-07
949225,185,"WNPopupConfirm 사용시....3",2014-07
949207,185,"생명과학 모바일 EP 이상현상",2014-07
949205,185,"클라이언트 참고 자료 전달 건",2014-07
949185,185,"갤럭시노트3에서 화면깨짐현상 발생",2014-07
949168,185,"[농협] 화면전환 속도 개선 후 전문통신 인디게이터 화면에서 h/w back키 동작 건.",2014-07
949152,185,"WNPopupConfirm 사용시.... 2",2014-07
949130,185,"WNPopupConfirm 사용시....",2014-07
949069,185,"범용공인인증서 가져오기",2014-06
949060,185,"모바일 공지사항 처리 문의",2014-06
949011,185,"모바일 웹(Web) 브라우저에서 상단 고정 및 하단 고정 문제",2014-06
948989,185,"네이티브에서 플랫폼의 통신 API사용하기(문서 전달 건)",2014-06
948962,185,"head search path - 2",2014-06
948923,185,"head search path",2014-06
948910,185,"앱 강제 종료 현상 관련 로그 전달",2014-06
948902,185,"푸쉬 에러",2014-06
948864,185,"IDE툴의 resource 폴더 zip 파일 전달 건(resources_2014.06.24)",2014-06
948862,185,"리소스 업데이트시 에러",2014-06
948849,185,"GCM 푸쉬 미동작",2014-06
948806,185,"[유라클] GCM/APNS 푸시 사용을 위한 예제(샘플) 소스 및 리소스 전달 건",2014-06
948804,185,"blocking item under version control",2014-06
948801,185,"M.net.res.update 관련 문의",2014-06
948752,185,"운영서버 라이센스 발급요청",2014-06
948745,185,"관리자 reqeust 무한 wating 분석 요청",2014-06
948743,185,"admin js file not found",2014-06
948740,185,"IE상에서 admin UI 오류 수정 요청",2014-06
948738,185,"GCM PUSH 가이드 및 라이센스 재발급요청",2014-06
948705,185,"보안키패드  3",2014-06
948691,185,"sqlite에 저장된 jsessionid",2014-06
948685,185,"민원업무중 연금대출신청시 오류건 보완요청",2014-06
948673,185,"보안키패드 - 2",2014-06
948643,185,보안키패드,2014-06
948640,185,"Input 태그 위치에 soft keyboard에 입력 시 태그가 가려지는 현상",2014-06
948596,185,"공지사항 문의",2014-06
948580,185,"M.page.html 을 호출시에 페이지 html에 GET 방식으로 Parameter를 붙이면 404 에러가 표시되며 페이지 이동을 할 수 없음",2014-06
948554,185,"66QO7ZS87JA07IQK ~~~ - 2",2014-06
948516,185,"코어 라이브러리 버전업 후 M.pop.date 이상동작 문제",2014-06
948447,185,"개발서버 라이센스 요청",2014-06
948342,185,"DefaultInterceptor Exception 발생",2014-06
948293,185,"66QO7ZS87JA07IQK ~~~",2014-06
948259,185,"특정단말에서 페이지 이동 시 앱이 종료되는 현상",2014-06
948229,185,"SM-P600(ver4.4.2) 업데이트 후 리스트 클릭 오류",2014-06
948208,185,"현대 하이스코에서 보안취약점 체크 후 보완사항을 처리 요청",2014-06
948202,185,"IDE툴의 resource 폴더 zip 파일 전달 건(resources_14_06_20.zip)",2014-06
948200,185,"안드로이드 키켓 라이브러리 수정된 파일 지원",2014-06
948141,185,"안드로이드 shouldOverrideUrlLoading 함수",2014-06
948104,185,"iOS ExWNCheckInitialResourceUnZip, ExWNUnZipInitialResource 소스 전달 건",2014-06
948100,185,moveToWebOnNewAct,2014-06
948072,185,"안드로이드 Activity에서 ABLE 웹뷰 하면 이동 방법",2014-06
948065,185,"[금융투자협회] 펀드플러스 앱 라이브러리 업데이트 지원요청",2014-06
948058,185,moveToWebOnNewAct,2014-06
948039,185,"iOS 플랫폼 라이브러리 전달 건",2014-06
948023,185,"AbstractActivity.java 확인부탁드립니다.",2014-06
948002,185,"M.page.remove 미작동 문제",2014-06
947991,185,"안드로이드 DIV 팝업 클릭이벤트 버그 관련 문의",2014-06
947979,185,"파일 다운로드 관련 문의",2014-06
947976,185,"팝업 생성 시 애니메이션 및 오동 작 보고 건",2014-06
947942,185,"운영 서버라이센스 발급 요청",2014-06
947933,185,"푸시 수정 라이브러리 전달 건",2014-06
947911,185,"통계 insert 이슈",2014-06
947893,185,"통계 insert 오류 입니다.",2014-06
947885,185,"통계 스케쥴러 오류 확인 요청",2014-06
947872,185,"서버OS 재시작 후 오류 확인 요청",2014-06
947780,185,"push app 라이센스 운영서버 반영의 건",2014-06
947770,185,"ide 요청 드립니다.",2014-06
947764,185,"화면고정(자동 회전 막는 방법) 문의",2014-06
947680,185,"통신 errorCode, errorMessage",2014-06
947675,185,"이미지 저장 오류 건",2014-06
947673,185,"iOS 관리자 페이지의 바이너리 업데이트 기능",2014-06
947670,185,"""App Version Check Auto_Update를 지원하지 않습니다"" 오류 건",2014-06
947665,185,"푸시 수정 라이브러리 전달 건",2014-06
947507,185,"[AbleMobile 기술 문의 요청] 사진 이미지 삭제 안됨",2014-06
947505,185,"date picker 키값 매칭 오류.",2014-06
947444,185,"농협스피드뱅킹 이미지변환 확인요청",2014-06
947417,185,"IDE툴의 resource 폴더 zip 파일 전달 건(resources_2015.06.20)",2014-06
947411,185,"리소스 업데이트 비정상 종료시 문제 사항입니다.",2014-06
947402,185,"브랜드앱 리소스 업데이트 오류",2014-06
947299,185,"리소스 업데이트 주소",2014-06
947295,185,"농협 뱅킹 깜빡임 오류 건(동영상 첨부)",2014-06
947233,185,"안드로이드  Push 수신확인, 읽음 확인 문의 사항",2014-06
947230,185,"앱 설치 스크립트 이슈 문의드립니다.",2014-06
947202,185,"ISP APP 인증완료후 처리방법문의",2014-06
947186,185,"9997 network 통신중 error",2014-06
947181,185,"서브원 모바일프로젝트 오픈전 이슈 사항 정리_2",2014-06
947178,185,"안드로이드 킷캣 M.page.html 사용시 깜박임 현상.",2014-06
947171,185,"서브원 모바일프로젝트 오픈전 이슈 사항 정리",2014-06
947164,185,"안드로이드 리소스 업데이트 관련 오류",2014-06
947148,185,"설치된 APK버전 확인하기",2014-06
947139,185,"서버가동시 JDNI NamingException 관련 문의",2014-06
947131,185,"킷캣 버전에서 iscroll 사용으로 이벤트가 두번 발생되는 오류 건",2014-06
947100,185,"안드로이드 푸시 노티피케이션에 이미지 사용하기",2014-06
947052,185,"개발계 라이센스관련 문의사항",2014-06
947008,185,"안드로이드 패키지로 (APK) 배포하기가 안됩니다.",2014-06
946968,185,"Push 메세지 UI 수신 방법",2014-06
946965,185,"Push 메세지 UI 수신 방법",2014-06
946922,185,"안드로이드 리소스 업데이트,  커스텀 웹뷰 관련 문의 사항",2014-06
946913,185,"UI 개발을 위한 API 가인드가 있으면 올려주셨으면 합니다.",2014-06
946907,185,"Project Support 게시판 관련 문의",2014-06
946905,185,"IOS- FORCED_APP_UPDATING 이 되지 않습니다.",2014-06
946901,185,"서브원 모바일 프로젝트 이슈 관련",2014-06
946893,185,"앱 과 서버 통신이 30초 이상 일때 끓기는 현상이 발생 합니다.",2014-06
946880,185,"M.media.play 사용 시 오류",2014-06
946871,185,"메인 웹뷰 커스텀 스키마 url호출 막는 방법",2014-06
946868,185,"메인 Webview WebViewClient 수정 방법",2014-06
946855,185,"MCore 버전업에 따른 iOS 컴파일 오류",2014-06
946834,185,"메인화면에서 버튼 동시 눌림 효과 및 눌려있는효과",2014-06
946832,185,"모피어스 플랫폼 iscroll 잔상 현상",2014-06
946796,185,"클라이언트 앱업데이팅 오류",2014-06
946769,185,"PUSH  샘플 소스 전달 건(APK)",2014-06
946752,185,"QR코드 라이브러리 인식률 문제",2014-06
946714,185,"리소스 다운로드 시 json error",2014-06
946660,185,"[Android] 모바일 ISP 연동관련 문의사항",2014-06
946655,185,"PUSH 샘플 소스 전달 건",2014-05
946596,185,"안드로이드 인트로 이후 다음 액티비티 실행되지 않는 문제 문의",2014-05
946593,185,"푸시 소스 전달 건(리시버 보안 및 수신확인)",2014-05
946584,185,"화면캡쳐 방지 코드 전달 건",2014-05
946552,185,"페이지 이동시 화면이 검어지는 문제",2014-05
946549,185,"M.onNetworkError 함수 폰에서 미동작",2014-05
946523,185,"IDE 업데이트후 라이센스 에러가 납니다.",2014-05
946480,185,"msp-admin-web 배포버전의 소스가 필요합니다.",2014-05
946429,185,"모피어스 관리자 페이지 공지사항 기능 이용 방법 문의",2014-05
946423,185,"모피어스 리소스 업데이트 접속처 문의",2014-05
946419,185,"APP 다국어 적용방법 문의",2014-05
946417,185,"킷캣 디바이스에서 비정상 종료현상.",2014-05
946381,185,"로그인시 사원번호 부서정보가 누락된 앱이 있습니다.",2014-05
946318,185,"안드로이드 웹에서 네이티브 페이지 호출 시 오류 문구 확인 부탁드립니다.",2014-05
946294,185,"[현대자동차 정비입고 고객용 앱 프로젝트] ABLE_Mobile 기능 문의",2014-05
946290,185,"(appid 변경)라이센스 신규 발급요청(개발용)",2014-05
946288,185,"파일 다운로드 API 요청건",2014-05
946251,185,"농협 기업스마트뱅킹 화면전환 확인요청",2014-05
946248,185,"에뮬레이터 수정요청건",2014-05
946201,185,"갤럭시 탭 10.1 통신 오류 문제",2014-05
946198,185,"ios 푸쉬 관련 문의",2014-05
946175,185,"푸쉬 관련 문의 사항 입니다.",2014-05
946166,185,"[롯데리아]SV 모바일",2014-05
946132,185,"앱설치 후 홈스크린 바로가기 생성",2014-05
946127,185,"IDE 추가후 문제점",2014-05
946117,185,"연금대출 거치기간,상환개월수 필수입력으로 전환요청",2014-05
946114,185,"운영 라이센스 재발급 요청",2014-05
946110,185,"푸시 토큰을 요청하는 함수 추가 건",2014-05
946108,185,"킷캣 오류 수정 가능한 라이브러리 버전 요청",2014-05
946074,185,"리소스업데이트 관련",2014-05
946071,185,"생명과학 모바일 그룹웨어 - G3 기기 지원 관련",2014-05
946063,185,"sfx클라이언트 라이센스 추가 건",2014-05
946055,185,"ISP 앱 결제 취소 중 비정상 종료됩니다.",2014-05
946049,185,"CLEAR_TOP 액션으로 페이지 이동시 스택 정보 오류",2014-05
946047,185,"페이지 이동 애니메이션 버그",2014-05
946012,185,"안드로이드 참고자료 전달 건",2014-05
945979,185,"Push 관련 상세 메뉴얼 요청드립니다.",2014-05
945933,185,"[제주항공] 최신 Push Library가 포함된 Client 요청드립니다.",2014-05
945855,185,"iPAD 배포 버전 다운로드 받은 리소스 적용 안되는 현상",2014-05
945832,185,"indicator 문의",2014-05
945827,185,"push 확인 요청 건",2014-05
945825,185,"안드로이드 매니패스트 퍼미션 설정 문의 사항입니다.",2014-05
945809,185,"안드로이드 pdf 파일 호출 함수",2014-05
945763,185,"안드로이드 MainActivity xml 레이아웃 관련 문의 사항",2014-05
945743,185,"바탕 이미지의 제거에 대한 문의 입니다.",2014-05
945734,185,암호화관련에러,2014-05
945718,185,"pdf 뷰어",2014-05
945670,185,"고객사 제출용 테이블 정의서",2014-05
945440,185,"킷캣 단말에서 app 구동 오동작 현상",2014-05
945656,185,"클라이언트 라이센스 배포 건",2014-05
945643,185,"안드로이드 백키 관련 문의 입니다.",2014-05
945600,185,"이미지 파일 업로드 문제 입니다.",2014-05
945573,185,"리소스 다운로드 sample html 요청",2014-05
945561,185,"전문통신 API 관련 이슈입니다.",2014-05
945558,185,"안드로이드 레이아웃 관련 문의 사항입니다.",2014-05
945534,185,"지금 다시 확인해보니 background가 회색으로 표시가 됩니다.",2014-05
945510,185,"[문의사항]유라클 Client에서 Facebook연동을 위한 API제공여부 확인",2014-05
945465,185,"안드로이드 오류 확인 부탁드립니다.",2014-05
945438,185,"datePicker오류 및 webview background color 문제입니다.",2014-05
945426,185,"화면회전 방지 처리 이슈 입니다.",2014-05
945406,185,"네이티브와 서버간의 통신문제",2014-05
945359,185,"카메라 사진 촬영 후 사진 삭제는 어떤 함수를 사용 하나요",2014-05
945356,185,webactivity.java,2014-05
945315,185,"IOS 7 버전 이상 지원 가능한 라이브러리 요청 합니다",2014-05
945305,185,"안드로이드 개발 관련 하여 질문 사항 입니다.",2014-05
945290,185,"Sender서버 오류 문의",2014-05
945266,185,"Android 킷캣 버전 등에서 UI를 제대로 못그리는 경우",2014-05
945254,185,"plist link error & guide",2014-05
945245,185,"메인 화면에서 좌우측 이동시 버튼 눌러 있는 현상",2014-05
945206,185,"iPAD 시작기 리소스 업데이트 계속되는 이슈 확인 요청",2014-05
945191,185,"운영라이센스 발급요청",2014-05
945189,185,"로그인 후 메인 화면에서 좌우측 이동후 버튼 눌림 현상",2014-05
945186,185,"플랫폼 운영계 설치시 웹서버에 IIS re-direct 설정 필요",2014-05
945181,185,"와이파이, 3g 모두 꺼진 상태에서 네트워크 요청 시 앱 비정상종료 이슈.",2014-05
945131,185,"uffice어플들 라이브러리 통합요청드립니다.",2014-05
945076,185,"프로젝트 생성 시 오류",2014-05
945046,185,"AbleMobile iOS 바이너리파일 업로드 문의",2014-05
945043,185,"Android 카카오링크v3.5 사용관련 문의",2014-05
945016,185,"태블릿 앱 버전 및 최신 업데이트 날짜  정보 오류 확인 요청",2014-05
944995,185,"(유라클)모피어스 모듈을 업그레이드후 발생하는 현상",2014-05
944978,185,"생성되는 NetworkManager의 함수 내용 수정 요청 건",2014-05
944918,185,"화면이동 API orient 수정 요청건",2014-05
944898,185,"단말에서 public push 가이드 지원 요청",2014-05
944866,185,"동부화재 전자서명 이후 에러로그",2014-05
944855,185,"네이티브 영역과 모피어스 웹뷰의 세션 연동 이슈",2014-05
944845,185,"html 이미지 요청시 session 공유",2014-05
944795,185,"M.net.http.send 통신과 M.net.http.upload 통신간 session 공유",2014-05
944765,185,"AbleMobile iOS 기술문의 드립니다.",2014-05
944676,185,"네트워크 설정 추가 가이드 요청",2014-05
944669,185,"ide 파일 요청",2014-05
944612,185,"카메라 작동오류",2014-05
944604,185,"카메라 동작오류",2014-05
944598,185,"[서버환경] 설정변경정보 이력관리",2014-05
944596,185,"QR코드 라이브러리 요청건",2014-05
944572,185,"PUSH Agent 3.2(API버전) 배포 건.",2014-05
944558,185,"M.data.storage 오동작 건",2014-05
944556,185,"ics 단말기에서 오버플로우 스크롤 시 터치영역이 갱신되지않는 이슈.",2014-05
944550,185,"M.pop.date 문제",2014-05
944547,185,"[AbleMobile 기술 문의 요청]M.page.native(className, setting)",2014-05
944537,185,"클라이언트 기술적으로 문의",2014-05
944406,185,"[AbleMobile 기술 문의 요청] 클라이언트 로그인 유지관련",2014-05
944385,185,"통신 헤더 정보 수정 문의",2014-05
944346,185,"리소스 업데이트 서버 에러",2014-05
944323,185,"[AbleMobile 기술 문의 요청] M.pop.instance 문의 사항",2014-05
944304,185,"PUSH Agent 3.2(APK) 배포 건.",2014-05
944295,185,"전동차정보시스템 동영상 실행관련 문제",2014-05
944277,185,"M.net.http.upload 문제",2014-05
944253,185,"확장 인디케이턴 구현 요청건",2014-05
944247,185,"PUSH앱관련 라이센스파일 요청드립니다.",2014-05
944245,185,"통합관리(행정망/현장망) SOP/매뉴얼 조회시 에러가 발생하네요",2014-05
944239,185,"태블릿에서 실행이 안되요",2014-05
944230,185,"로컬서버 구성환경 관련 문의",2014-05
944138,185,"푸시서버_설치 및 test 지원 요청",2014-05
944125,185,"갤러리에선 파일 1개 첨부 설정시 갤러리 화면에서 한줄당 1개씩 선택되어 여러개 선택되는것처럼 보이는 이슈",2014-05
944097,185,"iOS/Android 푸시 소스 및 참고 소스.",2014-05
944095,185,"안드로이드 난독화 시 적용 가이드.",2014-05
944013,185,"[롯데리아] 데이트피커 확장 구현 요청건",2014-04
944003,185,"admin 2.0 - PUSH 쿼리부분 에러발생.",2014-04
944001,185,"iOS7.1.1 업데이트 후 입출내역이 미표시 되는 현상.",2014-04
943934,185,"SMRT메시지 미수신 원인 분석이 필요합니다.",2014-04
943857,185,"SMRT메시지 시스템 유지보수 미진에 관한건",2014-04
943781,185,"앱스토어 관련 원본 이미지 파일을 요청 합니다.",2014-04
943778,185,"네트워크 연결에 실패 및 컨트롤러 매인화면 미 수신",2014-04
943771,185,"주소록 연동 기능 요청드립니다.",2014-04
943739,185,"아이핀 변환 키",2014-04
943728,185,"push 관련 함수 문의",2014-04
943688,185,"태블릿 배포버젼 패키지명 및 소스 라이센스 불일치 확인 요청",2014-04
943669,185,"안드로이드 태블릿 배포버젼 실행 확인 요청",2014-04
943666,185,shouldOverrideUrlLoading,2014-04
943638,185,"WNMoveToShowVideo() 를 이용한 동영상 재생 문의드립니다.",2014-04
943594,185,"UTIMS 첨부파일 보기를 위한 스트리밍 서비스가 안되네요",2014-04
943494,185,"파라미터 위변조 방지를 위한 암호화 모듈 적용시 안드로이드 및 IOS 한소스 적용",2014-04
943469,185,"take KMS300 KT단말기의 가이드앱 스크롤 오류",2014-04
943444,185,"형상관리 폴더권한부여 및 경로요청건.",2014-04
943440,185,"보안 키패드 네이티브 연동 관련 기능 요청 드립니다.",2014-04
943438,185,"Push Client 3.0 요청 및 라이센스 발급을 위한 패키지명입니다.",2014-04
943391,185,"촬영사진 orientation 돌아간 경우 정상으로 회전시켜 저장 오류",2014-04
943339,185,"에뮬레이터 수정요청건",2014-04
943318,185,"웹&네이티브 연동방법",2014-04
943237,185,"안드로이드 킷켓 업데이트 관련 오류 문의 드립니다.",2014-04
943191,185,"모피어스 서버 이중화시  (appstore, push ) 동기화 요청",2014-04
943089,185,"모바일개발서버 접속이 안되네요",2014-04
943081,185,"운영서버 라이센스 발급요청",2014-04
943079,185,"안드로이드 native에서 WebView 사용 시 오류사항 전달 건",2014-04
943077,185,"native에서 WebView 사용 시 오류사항 전달 건",2014-04
943028,185,"안드로이드 킷캣 단말기 인풋박스 이슈 문의",2014-04
943025,185,"동부화재 고객용앱 차세대용 모피어스 개발서버 설치 요청",2014-04
943022,185,"UTIMS 로그파일을 보면 작년도 메시지가 발송되는데 이유는?",2014-04
943019,185,"고장미조치현황 앱실행이 안되요 속히 처리해 주세요",2014-04
943008,185,"상태 TEST",2014-04
942981,185,네이버검색API사용...(내용확인필요),2014-04
942979,185,"모피어스 플랫폼에 전문을 붙여 테스트 하던중에 오류가 발생",2014-04
942976,185,"고장미조치앱 서비스가 자꾸 중단되네요........",2014-04
942954,185,"네이티브 webview 로딩 시 css, javascript 실행 오류",2014-04
942927,185,"IOS 산출물 SVN 버전 관련 문의 사항",2014-04
942885,185,"Native->Native 화면전환방법",2014-04
942870,185,"PUSH메시지 발송 오류 점검 요청",2014-04
942815,185,"모피어스 서버 어드민 페이지 문의사항",2014-04
942694,185,"IDE 오류의 건",2014-04
942533,185,"Multi Select 오류",2014-04
942494,185,"고객용 앱에서 스크롤이 전체 화면이 모두 적용 되는 것에 대해 문의 드립니다.",2014-04
942479,185,"운영서버 설치 요청",2014-04
942477,185,"KAI push solution에서 push 메시지를 .....",2014-04
942455,185,"푸시 서비스 등록시 에러 가 발생합니다.",2014-04
942442,185,"IDE  템플릿 미디어 부분 오류의 건",2014-04
942380,185,"네이티브 웹뷰 적용가이드",2014-04
942377,185,"[라이센스] 라이센스 파일 첨부 건.",2014-04
942344,185,"운영서버(push) 설치 요청",2014-04
942342,185,"PUSH  AGENT",2014-04
942334,185,"모피어스 어드민 보안요건 충족여부",2014-04
942332,185,"iOS7 UI 스타일 관련 문의",2014-04
942321,185,"촬영사진 orientation 돌아간 경우 정상으로 회전시켜 저장",2014-04
942294,185,"ide 브라우저 에뮬레이터에서 전문통신 시 결과가 항상 onError함수로 옵니다.",2014-03
942285,185,"모피어스 서버 문서 요청",2014-03
942272,185,"[IOS] IOS 7.1 업데이트에 따른 문의 사항 입니다.",2014-03
942251,185,"input에 포커스 이벤트 추가 후 포커스가 갈 시 이벤트가 무한정 발생하는 현상.",2014-03
942185,185,"스마트폰 앱 에서 GPS를 통한 현재 자기 위치 가져 오는 함수 좀 알려 주세요",2014-03
942182,185,"ide에서 ipad mini2 cell용에 iOS 앱으로 실행 시 에러 발생합니다.",2014-03
942143,185,"iOS에서 변경된 UPNS관련 API에서 오류가 발생합니다.",2014-03
942100,185,"iOS 디바이스 앱 설정 읽어서 설정하기 관련 지원 요청합니다.",2014-03
942097,185,"끌어서 새로고침, 끌어서 더보기 관련 지원 요청합니다.",2014-03
942047,185,"실서버에서 자동 업데이트 후, 개발서버로 접속됨",2014-03
941969,185,"에러리포트 확인 부탁드립니다.",2014-03
941913,185,"[Android] 킷켓 4.4 관련 문의 드립니다.",2014-03
941908,185,"[IOS] MDM - 단말기 통신 과다 점검",2014-03
941815,185,"외부페이지 링크 관련 문의",2014-03
941813,185,"스토어 플랫폼 관리 오류",2014-03
941782,185,"라이센스 패치 후 암호화 복호화 문제",2014-03
941735,185,"기업용 앱 스토어에서 iOS 앱 버전체크 기능 질문입니다.",2014-03
941713,185,"GCM을 사용하는 경우 registerUPNS, unRegisterUPNS함수가 정상적으로 동작하지 않는 경우가 빈번하게 발생합니다.",2014-03
941678,185,"iOS7 회전 안되는 현상이 있습니다.",2014-03
941674,185,"ABLE_Mobile 어드민 통계 소스 버전확인",2014-03
941644,185,"앱에서 좌우 플리킹에 대해 문의 드립니다.",2014-03
941594,185,"IDE 배포 요청",2014-03
941531,185,"네이티브 연동 관련 문의",2014-03
941500,185,"스크린샷 전달",2014-03
941480,185,"안드로이드 스크롤 및 키보드 이슈",2014-03
941470,185,"통신관련 및 PC에뮬레이터 수정요청건",2014-03
941427,185,"라이센스 등록",2014-03
941322,185,"설치 요청 드립니다.",2014-03
941320,185,"모피어스 IDE 로그켓 사용 시 에러.",2014-03
941317,185,"xcode 버전업에 패치 필요",2014-03
941303,185,"WNMoveToNativePage 기능",2014-03
941300,185,"새로운 액티비티 데이터 전달 받기",2014-03
941285,185,"WNMoveToNativePage 기능",2014-03
941282,185,"WNMoveToNativePage 기능문의",2014-03
941266,185,"업무용 앱과 연동 될 MDM API 연동 모듈이 필요 합니다.",2014-03
941173,185,"Kitkat 에서 동작 불능",2014-03
941136,185,"라이브러리 변경 후 proguard 적용 시 오류",2014-03
941092,185,"Native로 View를 띄울시 앱이 죽는 현상에 대해 재문의 드립니다.",2014-03
941088,185,"singleCursorHandlerTouchEvent -getEditableSupport  FASLE",2014-03
941069,185,"라이센스 요청 드립니다.",2014-03
940990,185,"android 하드웨어 가속 문의",2014-03
940970,185,"ONE알림 문의사항",2014-03
940898,185,"[자료전달] 소프트포럼 재큐어스마트 문서 및 샘플",2014-03
940881,185,"갤러리 호출시 모피어스 앱 다운 발생",2014-03
940758,185,"페이지 오류 확인 요청",2014-03
940750,185,"모피어스2.0 개발 라이센스 요청",2014-03
940731,185,"안드로이드 4.4.2 킷캣 버전에서 리소스를 업데이트 받지 못하는 문제 - 추가",2014-03
940679,185,"사진촬영한 이미지 저장 시 오류발생",2014-03
940633,185,"리소스 배포 오류",2014-02
940509,185,"갤럭시S2 의 OS 진저브레드 2.3 버전에서의 문제 문의 드립니다.",2014-02
940474,185,"안드로이드 4.4.2 킷캣 버전에서 리소스를 업데이트 받지 못하는 문제",2014-02
940454,185,"카메라 컨트롤 이상",2014-02
940447,185,"수혜사업 앱 비정상적 종료",2014-02
940422,185,"다음지도 app 연동시 필요사항",2014-02
940412,185,"e-learning 동영상 재생 관련 요청",2014-02
940313,185,"안드로이드 onOptionMenu 함수 호출 관련",2014-02
940255,185,"리소스 관리자 페이지 오동작 지원 요청",2014-02
940253,185,"PUSH 1.0 DB 에러 발생",2014-02
940251,185,"push 1.0 DB 에러 발생",2014-02
940238,185,"에러 문의",2014-02
940223,185,"화면 네비게이션 이상",2014-02
940194,185,"WNTakeQRCode 함수 반응이 매우 느립니다.",2014-02
940147,185,"[서울디자인재단] DDP 모피어스 라이센스 요청",2014-02
940078,185,"네이티브 화면 추가",2014-02
940072,185,"서버 라이센스 발급요청건.",2014-02
940050,185,"upns public push 개발가이드 문서의 건",2014-02
939910,185,"안드로이드(PUBLIC, 샘플 코드(html, js, java)",2014-02
939899,185,"사진 촬영시 이미지 사이즈가 커서 문제 입니다.",2014-02
939895,185,"com.skt.nfcmobile 라이센스(서버,클라이언트)",2014-02
939841,185,"키패드의 이동 또는 다음 버튼 클릭 이벤트",2014-02
939836,185,"onHandlingNetworkError 함수에 대해 문의 드립니다.",2014-02
939789,185,"개발가이드 문서의 건",2014-02
939721,185,"Native로 View를 띄울시 앱이 죽는 현상에 대해 문의 드립니다.",2014-02
939710,185,"전문통신이 무한정 반복되는 현상 문의드립니다.",2014-02
939657,185,"LG G2 에서 onInitPage 여러번 호출되는 현상",2014-02
939651,185,"안드로이드 2.3.6 에서 클릭위치 오류",2014-02
939622,185,"프로그램 재시작후 다국어 유지",2014-02
939612,185,"포커스 컨트롤이 키패드에 가리는 현상",2014-02
939608,185,"개발환경 서버 및 클라이언트 파일",2014-02
939605,185,"License 발급요청합니다.",2014-02
939570,185,"시작화면 진행안됨",2014-02
939511,185,"모피어스2.0 클라이언트_서버_CSS_script 가이드 문서의 건",2014-02
939501,185,"CSS_Frond-end 참고자료",2014-02
939488,185,"클라이언트_서버 개발가이드",2014-02
939458,185,"push 2.0 설치 후 테스트 방법 문의",2014-02
939453,185,"UPNS  정상 구동 여부 확인 요청",2014-02
939447,185,"SM-P605S(v4.3) 단말기에서 키보드 화면 가림",2014-02
939439,185,"SM-P605S(v4.3) 화면 속도 이슈",2014-02
939409,185,"android 킷캣 버전으로 업데이트 되어 발생한 문제 수정 리스트 요청",2014-02
939388,185,"백업을 위해 apns인증서 저장함",2014-02
939346,185,"키캣 버전 오류 수정된 라이브러리 요청드립니다.",2014-02
939338,185,"모피어스위키(mcore) 계정요청",2014-02
939230,185,"Android C2DM 신청 정보 요청",2014-02
939220,185,"전문 통신 후 , 화면이 멈추는 현상",2014-02
939208,185,"response 데이터가 클 경우 앱 crash 현상",2014-02
939180,185,"iOS 1.2.4.21 플랫폼 라이브러리 및 프로젝트 배포의 건",2014-02
939176,185,"iOS 1.2.4.21 플랫폼 라이브러리 및 프로젝트 배포의 건",2014-02
939172,185,"iOS 1.2.4.21 플랫폼 라이브러리 및 프로젝트 배포의 건",2014-02
939168,185,"iOS 1.2.4.21 플랫폼 라이브러리 및 프로젝트 배포의 건",2014-02
939144,185,"AndroidManifest.xml 파일에 android:hardwareaccelerated=""true"" 추가 시, 검은 화면이 나옴",2014-02
938988,185,"사진업로드 기능을 구현하는 도중 오류가 발생되어 문의드립니다.",2014-02
938983,185,"해상도변경에 따른 디자인 원본파일 요청",2014-02
938973,185,"ABLE_Mobile PUSH1.0 산출물",2014-02
938682,185,"IBK ONE알림 리소스 문의",2014-02
938962,185,"ABLE_Mobile Server1.0 산출물",2014-02
938956,185,"android 4.3 리스트 클릭시 중복이벤트 발생문제",2014-02
938774,185,"요청한 라이센스 오류로 인한 리소스 업데이트가 진행되지 않능 이슈",2014-02
938771,185,"추가로 발급받은 라이센스 이슈 건",2014-02
938761,185,"리소스 업데이트 시 관리자 페이지 오류",2014-02
938755,185,"옵티머스vu1, 서비스 오류",2014-02
938745,185,"QR코드 API 사용 관련",2014-02
938734,185,"전문(WNRequestHttpDataToServer) 보낼 경우, 일부 전문에 대한 로딩바 제거 가능여부?",2014-02
938654,185,"파일 업로드&다운로드",2014-02
938610,185,"[외부모듈] 연동자료 및 라이브러리 파일",2014-02
938573,185,"[사전점검]사진 촬영 실패 나는 현상",2014-02
938559,185,"HTML UI가 제대로 생성되지 않는 부분",2014-02
938557,185,"Push Notification  관련",2014-02
938494,185,"support 페이지 오류 건",2014-01
